program,code,title,description,credits,prerequisite
BSESS,ESS160,Sustainable Food Systems,"The course focuses on human food systems, including their social, economic, and environmental sustainability aspects. Students will become familiar with primary agricultural resources and inputs, production technologies, post-harvest handling, and food waste, logistics, and marketing. They will also become familiar with developments in the food industry such as genetically modified organisms, organic agriculture (including sustainable fertilizer and pesticide management), fair trade, plant-based diets, and approaches to reduce food loss. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3,
BSESS,ESS180,Introduction to Geographic Information Systems(GIS) and Remote Sensing,"The course introduces geographic information systems (GIS) and remote sensing using satellite images. Students gain skills in spatial analysis, including collecting and problem-solving through the use of visualization and analytical tools. More and more industries rely on GIS and remote sensing to analyze and visualize data. This course will look at applications of GIS in environmental sciences, public health, sustainable transportation, land-use planning, telecommunications, hydrology, meteorology, crime patterns, etc. The course will also explore remote sensing (Earth Observation) tools offered by NASA, EU Copernicus, and private-sector satellite imagery.",3,
BSESS,ESS244,Water,"The course examines water from various perspectives including ecological, human health, resource stewardship, economic, legal, and political. Topics to be covered include water supply, use, and recycling in agriculture, manufacturing, mining, energy, and domestic life; potential for resource efficiency and optimization; water quality and types of water pollution, methods of testing and monitoring water quality and conditions of freshwater ecosystems; water purification and wastewater treatment; water planning and management tool including those for watersheds, surface, and groundwater resources; new technologies, such as desalination, to access freshwater; and international and national laws on water. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3,
BSESS,ESS246,Solid Waste in Circular Economy,"The course will enable students to understand and explore principles of sustainable waste management from environmental, technological, social, and economic viewpoints. The course covers various types of waste, including food, packaging, plastics, paper, clothes, electronics, automotive, agricultural, and more. The course will focus on the circular economy solutions discussing waste reduction strategies, green product design, reuse and recycling practices, zero-waste lifestyle, waste-to-energy, composting, biogas production, and more. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3,
MEIESM,IESM050,Intro to MATLAB,"Three hours of lecture per week. MATLAB (MATrix LABoratory) is a leading software used for numerical analysis. It provides an environment for computation and visualization. Students will work toward developing a working knowledge of MATLAB to implement and test algorithms, thus enabling a deeper understanding of and facility working with analytical engineering tools.",3,
BSES,IESM106,Probability and Statistics,"The topics covered in this introductory course include: axioms of probability; conditional probability, independence; combinatorial analysis; random variables and distributions; expectation, variance, covariance; transformation of random variables; limit theorems, the law of large numbers, the central limit theorem; Markov chains; applications; statistical estimation; correlation, regression; hypothesis testing, maximum likelihood estimation, Bayesian updating; applications. Students are required to complete problem sets in order to demonstrate rudimentary foundational knowledge in mathematical modeling and to apply practical analytical and numerical methods to solve problems in computational sciences.  Three hours of instructor-led class time per week including discussions and problem sets.",3,
MEIESM,IESM220,Operations Research 1,"Decision making with constrained resources, including product mix, scheduling, and manufacturing models, project planning, and planning with uncertain futures. The course also introduces analysis of network-based models such as vehicle routing, as well decision problems with opposition (game theory). This course concentrates on the classical linear programming (LP) model as a solution method, and introduces extensions of LP that accommodate logical decisions, in particular mixed-integer programming (MIP). Familiarity with basic linear algebra and a programming language is required.",3,
MEIESM,IESM301,Analysis and Design of Data Systems,"Three hours of lecture per week. Review of data systems and data processing functions; technology; organization and management; emphasizing industrial and commercial application requirements and economic performance criteria; survey of systems analysis, design; modeling and implementation; tools and techniques; design-oriented term project.",3,
MEIESM,IESM311,Quality Assurance and Management,"Three hours of lecture per week. Principles and methods of statistical process control, quality engineering, total quality management, as applied to manufacturing and service industries.",3,
MEIESM,IESM313,Data Mining & Predictive Analytics,"Exploratory Data Analysis; Classification: Decision Trees, Model Evaluation, Overfitting; Linear and Logistic Regression; Association Analysis; Cluster Analysis; Anomaly Detection; Model Building and Validation",3,
MEIESM,IESM315,Design and Analysis of Experiments,"Three hours of lecture per week. Principles and methods of design and analysis of experiments in engineering and other fields, realworld applications of experimental design, completely randomized designs, randomized blocks, latin squares, analysis of variance (ANOVA), factorial and fractional factorial designs, regression modeling and nonparametric methods in analysis of variance.",3,
MEIESM,IESM321,Operations Research 2,"Deterministic and stochastic models and methods in Operations Research, network analysis, integer programming, unconstrained and constrained optimization, deterministic and stochastic dynamic programming, Markov chains, queuing theory.",3,IESM220
MEIESM,IESM324,Applied Statistics for Engineers,"This course starts by introducing the probability laws as a foundation for statistical inference in engineering. The concept of the likelihood function in an engineering model is illustrated. The course provides a substantial coverage of propagation of error, as well as an emphasis on model-fitting. The use of simulation methods and the bootstrap is made for verifying normality assumptions, estimating bias, computing confidence intervals, and testing hypotheses. In the second part of the course, diagnostic procedures are introduced for linear regression models including material on examination of residual plots, transformations of variables, and principles of variable selection in multivariate models. The analysis of data from a class of experiments is discussed along with statistical quality control. Instructor led lectures and discussion. Assessment by problem sets, exams, and projects.",3,
MEIESM,IESM325,Decision Analysis,"Three hours of lecture per week.  Formulation, analysis and use of decision-making techniques in engineering; operations research and systems analysis; decision trees and influence diagrams; Bayesian decision theory; utility theory; multiple-attribute decision analysis; introduction to Game Theory.",3,
MEIESM,IESM330,Simulation of Industrial Engineering Systems,"Three hours of lecture per week. Design, programming and statistical analysis issues in simulation study of industrial and operational systems, generation of random variables with specified distributions, variance reduction techniques, statistical analysis of output data, case studies, term project.",3,
MEIESM,IESM331,Production Systems analysis,"Three hours of lecture per week. Analysis, design and management of production systems. Topics covered include productivity measurement; forecasting techniques; project planning; line balancing; inventory systems; aggregate planning; master scheduling; operations scheduling; facilities location; and modern approaches to production management such as Just-In-time production.",3,
MEIESM,IESM340,Engineering Economics,"Three hours of lecture per week. Analysis of economic investment alternatives, concepts of the time value of money and minimum attractive rate of return, cash flow analysis using various accepted criteria, e.g., present worth, future worth, internal rate of return, external rate of return, depreciation and taxes, decision making under uncertainty, benefitcost analysis, effects of inflation (relative price changes).",3,
MEIESM,IESM345,Supply Chain Management,"This course focuses upon the strategic importance of supply chain management. The purpose of the course is to design and manage business-to-business to retail supply chain purchasing and distribution systems, and to formulate an integrated supply chain strategy that is supportive of various corporate strategies. New purchasing and distribution opportunities for businesses and inter/intra company communications systems designed for creating a more efficient marketplace are explored.",3,
MEIESM,IESM346,Managing Engineering and Technology,"Managing Engineering and Technology is designed for engineers, scientists, and other technologists interested in enhancing their management skills, and for managers in enhancing their skills and knowledge about engineering and science. Specifically, the course is tailored to the needs of technical professionals and will cover: the historical development of management with an emphasis on the management of technology, management methods and tools, transition from technical performer to technical management, and the nature and application of management principles throughout the technology product/project life cycles.  The course will be based on a mix of theory, empirical evidence and real-life cases. Instructor-led discussion, along with reading, written, and practical assignments.",3,
MEIESM,IESM347,Design and Innovation of Information Services,"The course aims to provide with theoretical and practical insight into the key concepts and issues that guide the design and development of modern information services. The students will explore the contextual considerations of designing information services through in-depth examination of expanding possibilities for innovation and associated risks that modern-day devices, data, content, systems and infrastructures offer. Of particular interest will be the structuring and design of problems in industries with complex ecosystems using Soft Systems Methodology and Unified Modeling Language with special stress on capturing and analyzing information requirements of parties involved.    No prerequisite knowledge is required. As part of the course, students will design their own information service to address a problem of their choice, using all the depth of technical and social issues facing companies, individual users and societies.",3,
MEIESM,IESM349,Enabling Competitive Advantage through Information Technology,"This class is intended to introduce students to the critical role of information technologies (IT) in enabling competitive strategies. Our particular focus will be the impact that IT can have on non-IT companies, from industries such as transportation, supermarkets, financial institutions, and healthcare. This is not a “how-to” guide on managing enterprise information systems. Rather, the focus is on the word Enable, and we will explore how different companies have used IT to develop significant competitive advantage in the marketplace. The course will consist of case readings and discussions, short assignments, group project, and mid-term and final exams.",3,
MEIESM,IESM350,Alternative Energy,"The course reviews: the basics of the alternative energy generation options, the respective technologies and resources, as well as the economic, environmental and urban aspects of their introduction into the modern society. Topics include: the role and the current status of the alternative energy in the modern society, energy and force – phenomena and units, solar radiation characteristics, carbon cycle and traditional sources of energy, solar thermal processes (options), such as wind, solar heat, ocean heat and wave, solar hot water, solar electricity, passive solar, solar photon processes, such as solar photovoltaics – from principles to systems, biomass, biofuel, biogas, etc, nuclear power – fusion and fission, infrastructure related economics, distributed power, energy storage, etc.",3,
MEIESM,IESM351,Sustainable Smart and Resource Efficient Systems 1: Systems and Technologies,"The course introduces students to the latest practices and technologies in reducing the environmental impact of buildings and the built environment with specific focus on energy, water, and waste. Students will be expected to gain analytical and quantitative skills in analyzing energy, transport, water, and solid waste with the aim of estimating ways to achieve “carbon neutrality,” “zero emissions,” among other green goals. Students will also be introduced to green built environment norms established by the US Green Building Council as well as other international companies.",3,
MEIESM,IESM352,Sustainable Smart and Resource Efficient Systems 2: Decision Making Tools,"The course will focus on non‐design decision tools. The analytical tools to be covered will include financial (payback period, NPV, and IRR), economic (Input‐Output, Cost‐Benefit), and environmental (Life Cycle Assessment, McKinsey Carbon Abatement Analysis, Carbon Footprint, Water Footprint, Ecological Footprint). Many of these analyses will be relevant for a wide range of industries including transportation, construction, manufacturing, as well as energy. The course will use cases and simulations to teach and deepen understanding of core concepts and methodologies.",3,
MEIESM,IESM360,Computer-Aided Design,Fundamentals of part design; computer-aided design tools and data structures; geometric modeling; transformations; CAD/CAM data exchange; mechanical assembly.,3,
MEIESM,IESM361,Computer Aided Manufacturing,Introduction to manufacturing processes; cutting fundamentals; design for manufacturability; design for machining; process engineering; NC fundamentals; manual NC programming; computer-aided part programming; group technology.,3,IESM360
MEIESM,IESM362,Advanced CAD/CAM Applications,"Advanced surface and solid modeling, top down and bottom up assembly, finite element analysis, sensitivity studies, optimization, advanced computeraided part programming and manufacturing, mold design, team work.",3,
MEIESM,IESM372,Portfolio Theory and Risk Management,"Students in this course will become familiar with the basic concepts of interest theory, portfolio theory and risk assessment and be able to apply these in problem solving, with an emphasis on mathematical and computational approaches. The student will also become acquainted with various financial risk management instruments and use different criteria to optimize portfolios, taking into consideration the strengths and weaknesses of different portfolio selection criteria. Instructor led lecture and discussions; assessment may include problem sets, software implementation, exams, and projects.",3,"IESM220 OR CS213, CS108 OR IESM106"
MEIESM,IESM390,Integrative Project in Modern Production Methods,"Two hours of lecture and discussion and six hours of field work per week. This is a projectbased course that involves field work (in manufacturing or service organizations) and integrates and synthesizes knowledge gained from several courses (e.g., operations management, operations research, statistics, and quality management). Student teams, supported by several faculty members, will work with industrial companies to identify improvement opportunities and help in implementing them.",3,
MEIESM,IESM391,Independent Study,"Special study of a particular problem under the direction of a faculty member. The student must present a written, detailed report of the work accomplished. Approval of the IESM Program Chair and the instructor is required.",3,
MEIESM,IESM395,Capstone Preparation,"Review of Capstone objectives and procedure; faculty and industry representatives’ presentation of suggested research topics; field trips to the local companies; literature survey and classroom presentation by students. Students select the topic of their capstone project and the supervisor and prepare and submit the project proposal. Students draft a literature survey on their selected topic, which will constitute a section or chapter of the capstone project report. The completed and approved Proposal for Culminating Experience Requirement form must be filed in the College office prior to the end of the course.",2,
MEIESM,IESM396,Capstone: Thesis,One of the two Capstone options offered by the Program. Supervised individual study employing concepts and methods learned in the program to solve a problem of significant importance from a practical or theoretical standpoint. This option is more appropriate for those students who are interested in an in-depth R&D experience.,4,IESM395
MEIESM,IESM397,Capstone: Project,One of the two Capstone options offered by the Program. Supervised individual study employing concepts and methods learned in the program to solve a problem from a practical standpoint. This option is more appropriate for those students who are inclined to practical work and do not necessarily aspire for intensive research training.,1,IESM395
BSN,BSN010,Bridge Course I – Nursing Skills I,"This course is designed to enhance basic nursing skills. It will serve as an introductory course to describe and review latest evidence in practice of basic nursing skills. During this course, students will build on their work experience. It is a course",0,
BSN,BSN020,Bridge Course II – Nursing Skills II,"This course builds on the Bridge I course to further enhance clinical nursing skills. Students will learn evidence-based approaches and clinical care guidelines in assessment, nursing diagnosis, outcome identification, planning, implementing, and evaluating patient care processes. The course emphasizes the role of the BSN nurse in providing safe and competent nursing care to patients using clinical judgment. Examples of core nursing skills covered will include expanding on abnormal health assessment findings as per systems, safe medication administration and dosage calculation, and essential nursing care treatments. The course will include a hands on practice component.",0,
BSN,BSN101,Professional Nursing Practice,"In this course students will explore recent issues affecting the nursing profession in terms of role expansion of the nurse. Three main areas will be covered including concepts such as compassionate care, professional practice, evidence-based practice, ethical practice, effective communication, person and family centeredness, health promotion and disease prevention, quality and safety in healthcare delivery, and interprofessional practice. The second area includes nursing roles such as the role of the nurse as care provider, educator, researcher, manager, advocate, leader, monitor and auditor of quality and safe care, and policy maker. The third area focuses on the nursing process as an organizing framework for nursing practice.",3,
BSN,BSN201,Health Assessment Across Age Groups,"This course integrates a holistic person-centered approach to health assessment of various age groups. The role of the nurse as diagnostician, communicator, teacher, and collaborator is emphasized throughout the health assessment process. It focuses on the development of effective communication skills in history taking, physical assessment, and documentation. Emphasis is placed on the assessment of the physical, psychosocial, and cultural dimensions of the client. Assessment of children and older adults are discussed.",3,
BSN,BSN202,Evidence-Based Maternal & Child Health Nursing,"This course focuses on improving patient outcomes through an evidence-based nursing practice approach to meet the needs of the childbearing family and the ill child. The role of the nurse as a care provider, advocate, health educator, and nurturer in the hospital, outpatient, and community settings is stressed. It is tailored to the needs of the learners, building on their clinical experience. The course uses the nursing process as a framework of practice. Maternal health covers holistic assessment, evidence-based intervention, and evaluation of reproductive health issues of the childbearing family from conception to the neonatal period.",3,"BSN101, BSN201"
BSN,BSN203,Health and Nursing Informatics,"This course explores the dynamics of combining information technology with nursing practice mainly the use of information systems to improve the quality and safety of patient care. The course content is divided into three modules: module 1 introduces participants to the role of electronic health records, mobile health, and telehealth in supporting and improving the quality of patient care; module 2 describes the use of electronic Decision Support system to enhance patient safety and evidence-based practice; and module 3 focuses on the optimal use of data, information, and knowledge to advance individual and public health.",3,
BSN,BSN204,Evidence-Based Adult Gerontology Health Nursing,This course focuses on the holistic nursing care of adult and older adult clients experiencing medical and surgical problems. Knowledge and skills from previous and current nursing courses and concepts from basic sciences and humanities establish the foundation for this course. The nursing process will provide the framework for planning and implementing client-centered care in this course. Emphasis is on application of evidence-based practice as professional nurses in caring for adult and older adult clients and their families in various health care settings.,3,"BSN101, BSN201"
BSN,BSN205,Research in Nursing,"The Nursing Research course is an introduction to the research process. The course covers both quantitative and qualitative research methods, various research designs, sampling methods, data collection methods, analysis and interpretation of results. There will be emphasis on the critical evaluation of research articles, and the utilization of research findings to promote evidence-based Nursing practice. Research proposal development/scientific writing will be covered in the course. Pre-requisite: Senior standing*.",3,
BSN,BSN210,"Community Health Nursing, Public & Population Health","Community Health Nursing (CHN) course builds upon the community and public health nursing science, humanities and social sciences to empower nursing students comprehend the role of the community health nurse working directly with individuals, families and groups in the delivery of evidence-based care in community health services. CHN responsibilities include working directly with individuals, families and small groups to promote, preserve and maintain health anywhere on the health illness continuum at all stages of the life cycle. Pre-requisite: Senior standing*",3,
BSN,BSN211,Mental Health Nursing,"This course is designed to advance learners’ understanding regarding concepts on common mental health disorders. Psychosocial concepts, cultural, ethical and legal influences will be discussed in depth. The biopsychosocial assessment skills of the individual client will be explored as well. The role of the nurse during the client’s recovery and the skills necessary to conduct a comprehensive mental health assessment are of particular emphasis in this course. The case study approach will be used to facilitate linkage of theoretical concepts to practice. Pre-requisite: Senior standing*.",3,
BSN,BSN212,Care of Patients and Families with Complex Health Problems,"This course introduces concepts and issues related to the diagnosis and management of patients with critical illness. The course content is organized around the nursing process framework and the bio-psychosocial dimensions of human beings. Areas of emphasis include ethical and psychosocial issues related to critical illness; advanced assessment in critical illness; management of critically ill adults with cardiovascular, respiratory, neurologic, metabolic, and renal problems, as well as emergency nursing care. The course has two components: theory and clinical.",3,"BSN202, BSN204"
BSN,BSN221,Leading and Managing Nursing and Healthcare Services,"This course introduces the students to the managerial functions and the leadership skills needed to provide high quality nursing care in various healthcare settings. It includes a theory component and clinical assignments. The theory part comprises four modules: module 1 presents the historical evolution of management and leadership theories and how did we arrive at what we understand about leadership and management today; module 2 introduces the scientific approaches to planning, organizing, implementing, and controlling client care; module 3 describes the behavioral approaches to effective communication, problem solving, change management, staff motivation, and creating a safe work environment; and module 4 focuses on the use of international patient safety goals to enhance patient safety in hospitals and community centers. Pre-requisite: Senior standing*.",6,
BSN,BSN270,Nursing Enhancement in Special Topics: Quality and Patient Safety,"This course introduces the fundamentals of quality nursing care and patient safety. Students will learn evidence-based processes and strategies consistent with a culture of patient safety and improvement of nursing care quality. The course emphasizes the role of the BSN nurse in the quality improvement process, basic knowledge of nursing quality indicators, and patient safety principles that improve patient outcomes based on current evidence.",3,
BSN,BSN271,Nursing Enhancement in Special Topics: Pathophysiology,"This course enhances student understanding of basic pathophysiology concepts through the lens of alterations in body functions, using a conceptual approach. It provides basic knowledge of pathophysiologic processes, disease risk factors, and physical manifestations in related body systems—integrating genetic, developmental, cultural, and environmental influences. The course emphasizes active student learning and application to real-life clinical scenarios, allowing students to gain valuable insight into disease processes.",3,
BSN,BSN272,Nursing Enhancement in Special Topics: Nursing Ethics,"This course aims to develop nurse confidence in ethical decision-making. Students are introduced to basic concepts of nursing ethics, bioethics and healthcare ethics as applied in nursing practice locally and internationally.  An overview of important theoretical ideas, principles, and frameworks is provided along with critique of their scope and limits in facilitating good nursing and healthcare practice. Students are prepared to identify, analyze and address emerging and actual ethical issues as they arise in various healthcare settings from birth to end-of-life. The roles of communication, collaboration, and resources such as ethics literature, ethics experts and ethics committees are explored and emphasized in relation to resolving obstacles to good practice. Current literature on ethical issues in healthcare settings will be examined with a focus on health disparities, social injustices, and the importance of understanding context. Opportunities to practice ethical analysis and problem solving will be provided throughout the course through case presentations, discussions and reflection assignments.",3,
BSN,BSN280,Interprofessional Education and Practice,This course is intended for nursing students and students from other health disciplines. Students will be introduced to the philosophy of and learn necessary skills for interprofessional practice. The course is taught through short seminars and case-studies on health topics where interprofessional collaboration is critical. The aim of this course is to prepare future healthcare professionals to provide team-based health promotion and care with the common goal of building a safer and better patient-centered and community/population-oriented health system. Pre-requisite: Senior standing*,1,
BSN,BSN290,Evidence-Based Nursing Practice / Capstone Project,"This experiential course focuses on preparing students towards their transition to professional nursing practice. The course uses capstone project as a means to help BSN students to transition to full professional roles as compared to their semi-professional functions. The capstone project requires students to synthesize knowledge and utilize evidence to solve clinical problems such as patient and family centered care, team work and collaboration, evidence-based practice and evidence-based management, quality and performance improvement, patient safety, work environment, and revising and creating practice policies. Students will organize into groups, develop a capstone project, and a formal presentation to share with students, faculty, and invited guests. Pre-requisite: Senior standing*.",5,
MPH,PH302,Public Health Problem Solving,"An introduction to the diverse profession of public health and a guiding paradigm for public health problems solving, this course imparts foundational public health knowledge and begins developing essential skills in critical thinking and group process. Student groups will identify and analyze current public health problems, justifying recommended courses of action. Evaluation components consist of individual and group written and oral assignments. Prerequisite: None. Restricted to MPH students or program permission.",3,
MPH,PH303,Special Studies Seminar,Seminar series offered by MPH faculty for MPH students.,2,
MPH,PH304,MPH Elective,Special seminar topics offered by guest faculty for MPH students.,1,
MPH,PH310,Social and Behavioral Sciences in Public Health,"This course reviews the importance of behavioral and social determinants as contributors to current public health problems worldwide and in Armenia through the lens of predominant behavior change, health communication and health promotion models (e.g., Health Belief Model, Theory of Reasoned Action/Theory of Planned Behavior, Social Cognitive Model, Diffusion of Innovations, and Precede-Proceed Model). Students then elucidate the implications of these behavioral and social factors on health and identify opportunities to address them, including health education and health promotion programs and national/global level policy changes. Evaluations include quizzes or examination, an annotated bibliography, individual and group presentations. Prerequisite: None. Restricted to MPH students or program permission.",3,
MPH,PH311,Problem Investigation in Environmental Health,"This course presents the broad concepts and principles (theoretical and applied) used in organizing and assessing the major environmental health problems in low, middle, and high income countries. Students learn of quantitative and qualitative approaches to characterizing and managing risk such as establishing safe levels in air, water, soil, and food. Students also learn the principles of industrial hygiene and health surveillance of workers, applying those insights to recommend workplace health promotion and disease/injury prevention strategies. Evaluations include participation, homework assignments, examinations, and a presentation. Prerequisite: None. Restricted to MPH students or program permission.",2,
MPH,PH319,Introductory Biostatistics,"This course provides the foundation for further study of biostatistics, the science of statistics applied to the health of populations. The course covers the basic tools for the collection, analysis, and presentation of population health data. The course begins with probability and distributions and progresses to confidence intervals and hypothesis testing of discrete and continuous variables in one and two sample setting. Evaluations include problem sets, quizzes, and examinations. Prerequisite: None. Restricted to MPH students or program permission.",3,
MPH,PH320,Data Management Systems,"Students will apply their knowledge of database, spreadsheet and statistical packages to the development of appropriate database and management information systems to process and analyze raw data. Issues of database design, coding schemes, data cleaning, and handling missing data will be addressed. Evaluation is based upon graded problem sets.",1,
MPH,PH321,Inferential Biostatistics,"This course furthers the study of biostatistics, focusing on inferential reasoning and simple regression. Topics include hypothesis testing, and methods for the comparison of discrete and continuous data including ANOVA, correlation, regression and chi-square statistic. Central to these inferential reasoning skills is assessing the impact of chance and variability on the interpretation of research findings and subsequent recommendations for public health practice and policy. Evaluations include problem sets, quizzes, and examinations. Prerequisite: PH 319. Restricted to MPH students in the Evidence-based Practice Concentration or program permission.",2,PH319
MPH,PH322,Epidemiology,"This course introduces the principles and methods of epidemiologic investigation of infectious and non-infectious diseases. Epidemiologic reasoning and assessment is demonstrated through faculty lectures and problem solving exercises (case studies, quizzes, and examinations). Prerequisite: None. Restricted to MPH students or program permission.",3,
MPH,PH323,Biostatistics: Modeling and Sampling,"This course advances the concepts of linear regression developed in PH 321 to a unified perspective of generalized linear models, including multivariable regression, logistic regression, and survival models. The course addresses issues of sample size, and power calculations with respect to a number of study designs. Students learn the concept of interaction terms in the models. Students will analyze established and recently collected data sets using these methods. Evaluations include homework, quizzes, and examinations. Prerequisite: PH 319, 321. Restricted to MPH students or program permission.",4,"PH319, PH321"
MPH,PH324,Intermediate Epidemiology,This course advances introductory coursework in epidemiology and survey design and sampling. Students learn to assess the impact of bias and confounding and techniques for mitigating those effects in the both design and analyses. Special consideration is given to the role of case-control studies in addressing a variety of health problems. Evaluation is based upon examinations and practical exercises. Prerequisites: PH322 and PH 352. Restricted to MPH students in the Evidence-based Practice Concentration or program permission.,3,PH322
MPH,PH330,Health Economics and Finance,"Health economics applies the tools of economics to issues of the organization, delivery, and financing of health care. Students will apply economic concepts to the health care sector, describe/diagram the system of health care financing and delivery arrangements in the health care sector, and analyze the role of economic factors in the development of public policy concerning health and health care. Evaluations include case studies, in-class exercises, quizzes, and examinations. Prerequisite: None. Restricted to MPH students or program permission.",3,
MPH,PH331,Comparative Health Systems,"This course provides an overview of conceptual aspects of universal health coverage and organization of health systems worldwide. This course utilizes a conceptual framework of health systems to compare the organization, financing, purchasing and delivery functions of health care systems that are key considerations for health policy reforms to improve equity in health, system’s responsiveness and financial risk protection. The course covers examples from low, middle, and high-income countries, including Armenia. Evaluations include in-class exercises, quizzes, exam, and a group presentation. Prerequisite: None. Restricted to MPH students or program permission.",2,
MPH,PH332,Program Planning,"This course addresses the analytic and practical considerations in designing and implementing a field program. Topics addressed include manpower and facilities planning, design, and implementation considerations, and planning for evaluation. Evaluation is based upon a student project.",3,
MPH,PH333,Politics of Public Health,"The purpose of this course is to introduce students to the politics of public health. The course will take a substantive approach by focusing on how public health advocacy works across political institutions and processes, in the design and implementation of public heath policy, and the construction of effective institutions for the delivery public heath solutions. Special consideration will be given to role of advocates for public health issues, non-governmental organizations, and the types of skills needed to work successfully on inter-professional teams. Evaluation components consist of individual and group written and oral interprofessional assignments.",1,
MPH,PH340,Health Services Management,"Health services managers lead teams of workers in complex organizational settings who are concerned with cost, quality, access, satisfaction, and safety. This course focuses on the analysis, integration, and application of principles of leadership and management to health care organizations and population-based efforts across the health care delivery system. Topics include the health care environment, functions of management, leadership principles, organizational design and assessment, organizational ethics, human resources principles, financial management, change and innovation, quality principles, organizational culture, workforce commitment and motivation, customer satisfaction, and business communication. Evaluation is based upon case analysis, self-assessment and reflection assignments, a self-directed leadership development action plan, and a team project presentation.",3,
MPH,PH350,Project Development and Evaluation,"This course provides a thorough grounding in the basic methods of health services research and evaluation, focusing on evaluation objectives, research designs, instrument reliability and validity, sampling, and data collection consideration, proposal writing, analytic techniques for reporting, and ethical considerations in population-based programs, research, and communication. Evaluation is based upon small group case study analyses, an evaluation proposal, a content examination or quizzes, and a critique of a published paper. Prerequisites: PH310, PH 311, PH 319, and PH 322. Restricted to MPH students or program permission.",4,"PH310, PH319, PH322"
MPH,PH351,Qualitative Research Methods,"This course builds advanced competence in the methods and techniques used in conducting qualitative research. Students will plan and implement a qualitative study to encompass the collection, management, and analysis of qualitative data useful for the design, implementation and evaluation of public health programs. Data collection methods will include individual in-depth interviews, individual and group/social observations, and focus group discussions. Note: The formative research projects form the basis of a quantitative survey instrument developed during PH352. Prerequisites: PH310. Restricted to MPH students in the Evidence-based Practice Concentration or program permission.",3,PH310
MPH,PH352,Survey Research Methods,"This course builds advanced competence through the application of health survey research methods in the field. Students will plan and implement a quantitative survey focusing on design, implementation, and evaluation of a health survey field project. Topics include probability sampling, questionnaire design, interview techniques, coding procedures, and planning for the analysis and presentation of the findings. Evaluation is based upon an examination, participation in field projects, a written report, and a presentation. Note: The data generated during the survey project could be analyzed during PH323. Prerequisites: PH351. Restricted to MPH students in the Evidence-based Practice Concentration or program permission.",3,
MPH,PH360,Training of Trainers,"This course prepares MPH graduates to effectively respond to the enhanced job responsibility of providing formal and informal in-service training to interprofessional colleagues and co-workers. The course will prepare students to develop objective-based learning modules and to develop and refine effective presentation and teaching skills. Evaluation is based upon short quizzes, presentations, and the development and delivery of a brief instructional module relevant to the student’s professional objectives.",3,
MPH,PH381,Graduate Research Seminar,This course begins a structured emphasis on application of core knowledge and critical thinking skills. Students will critically review and discuss a number of relevant journal articles with an orientation toward the application of these insights to the health context of Armenia and the region. Students will also critically review on-going student projects.(Pass/ Fail only).,3,
MPH,PH390,MPH Integrating Experience Project Planning,Students formulate a preliminary project proposal for their MPH Integrating Experience (Capstone) Project applying the knowledge and skills acquired during the first year curriculum to shape and focus a tentative project proposal and implementation plan. Evaluation is based upon completion of a written assignment and proposal. Prerequisites: none. Restricted to MPH students or program permission (Pass/No pass only).,1,
MPH,PH391,MPH Integrating Experience Project Implementation – 1,"Under the guidance of a faculty mentor, students will concentrate on implementing and completing the Masters Project defined during course PH 390.",3,PH390
MPH,PH392,MPH Integrating Experience Project Implementation – 2,"Under the guidance of resident faculty and academic advisors, students complete the integrating experience project, concluding with a paper/report of publishable quality and an oral presentation to faculty and relevant members of the public health practice community. This course also puts a structured emphasis on integration of core knowledge and critical thinking skills. Students will critically review and discuss a number of relevant journal articles with an orientation toward the application of these insights to the national and international health context. Students will present and critically review on-going student integrating experience projects. Prerequisites: PH 391. Restricted to MPH students in the Evidence-based Practice Concentration or program permission. (Pass/No pass only",4,PH391
MPH,PH393,MPH Internship,"During the MPH internship, students integrate and apply their first-year knowledge and skills in a professional practice setting. Under the direction of course faculty and a practitioner preceptor, students function as part of an interprofessional team, participating in meaningful real-world projects and reflecting on their experiences. (Pass/Fail only)",3,
General Education,CBE102,Introduction to Personal Finance,"This course provides a framework for understanding the basics of financial literacy. Emphasis is placed on students becoming familiar with key components of the Armenian financial system as they relate to personal financial health. Topics to be addressed are an understanding of money origination and its turnover, basics of investing, insurance, banking products such as loans and savings accounts, credit and debit cards, current accounts, and others. The course will also study the major principles of different types of interest calculations and, finally, the importance of having and maintaining a good credit score. Three hours of instructor-led class time per week. (BAB cannot take as Gen Ed but can be used as a free elective.)",3,
